fecha_venta,producto_id,categoria_producto,cantidad_vendida,precio_venta_unitario,cliente_id,canal_venta
2025-01-01,P6,botón,206,9.51,C155,distribuidor
2023-09-18,P8,hilo,38,2.53,C119,tienda física
2024-08-27,P7,botón,131,0.21,C62,tienda física
2024-10-31,P14,encaje,106,22.83,C98,tienda física
2024-06-07,P3,tela,226,4.71,C136,distribuidor
2023-11-01,P3,tela,149,16.44,C24,distribuidor
2023-11-20,P7,botón,84,5.53,C29,distribuidor
2024-03-06,P11,cierres,136,20.76,C46,online
2025-04-10,P11,cierres,280,11.35,C2,distribuidor
2024-11-07,P6,botón,130,14.98,C69,online
2023-07-18,P8,hilo,93,9.2,C155,distribuidor
2023-09-05,P3,tela,6,27.51,C154,tienda física
2023-12-23,P11,cierres,183,8.37,C27,online
2023-06-25,P1,tela,147,5.93,C71,distribuidor
2024-06-21,P11,cierres,278,10.2,C100,distribuidor
2024-02-25,P7,botón,43,27.28,C52,tienda física
2025-03-17,P11,cierres,291,11.18,C141,tienda física
2024-07-27,P7,botón,67,5.11,C43,distribuidor
2023-08-03,P2,tela,107,26.0,C108,tienda física
2024-11-10,P8,hilo,37,25.46,C27,tienda física
2024-03-05,P1,tela,20,26.45,C153,distribuidor
2025-05-09,P1,tela,147,4.52,C59,distribuidor
2025-04-29,P12,cierres,228,6.06,C126,tienda física
2024-07-26,P7,botón,80,19.93,C166,distribuidor
2025-04-18,P2,tela,267,23.81,C198,online
2024-08-19,P9,hilo,228,17.2,C69,tienda física
2024-01-17,P2,tela,197,28.17,C19,distribuidor
2024-08-02,P7,botón,159,5.29,C100,online
2024-10-19,P5,botón,184,10.13,C139,distribuidor
2025-01-27,P6,botón,149,3.72,C107,distribuidor
2024-06-20,P1,tela,118,15.07,C58,online
2024-08-17,P11,cierres,157,6.98,C89,distribuidor
2025-05-22,P6,botón,24,6.15,C108,online
2025-05-18,P13,encaje,288,24.6,C108,online
2024-04-13,P6,botón,73,25.62,C119,distribuidor
2024-04-05,P9,hilo,212,2.54,C91,tienda física
2023-09-07,P8,hilo,7,9.54,C12,tienda física
2024-08-27,P8,hilo,190,14.53,C67,online
2024-10-19,P7,botón,299,16.61,C168,online
2025-01-15,P9,hilo,94,28.75,C29,distribuidor
2024-02-02,P14,encaje,298,8.33,C25,distribuidor
2024-09-18,P5,botón,68,4.23,C33,tienda física
2025-01-28,P13,encaje,225,21.85,C156,distribuidor
2023-10-28,P10,hilo,122,23.1,C48,tienda física
2024-12-18,P13,encaje,251,17.79,C102,tienda física
2023-06-30,P9,hilo,239,25.38,C9,online
2023-08-11,P8,hilo,96,16.45,C15,tienda física
2024-06-05,P13,encaje,279,17.87,C44,tienda física
2025-04-08,P2,tela,106,29.29,C98,online
2024-04-11,P2,tela,98,9.83,C165,tienda física
2023-12-28,P12,cierres,177,21.3,C172,tienda física
2023-10-09,P2,tela,23,14.85,C97,distribuidor
2024-12-03,P5,botón,229,23.81,C4,distribuidor
2024-07-27,P2,tela,15,15.96,C123,tienda física
2024-03-14,P4,tela,57,27.37,C111,distribuidor
2023-08-29,P1,tela,85,8.39,C116,online
2025-05-23,P4,tela,13,5.71,C179,tienda física
2024-12-09,P4,tela,21,27.0,C106,tienda física
2024-09-28,P12,cierres,231,11.37,C103,distribuidor
2024-01-21,P14,encaje,175,28.93,C174,online
2023-11-30,P6,botón,150,24.24,C97,tienda física
2025-01-16,P12,cierres,43,13.48,C139,tienda física
2025-02-05,P11,cierres,2,10.95,C4,tienda física
2023-10-21,P1,tela,129,25.58,C97,distribuidor
2024-04-30,P1,tela,77,9.08,C5,distribuidor
2024-03-25,P12,cierres,286,19.29,C80,distribuidor
2025-04-03,P1,tela,179,15.9,C118,online
2025-01-17,P4,tela,50,13.78,C133,distribuidor
2025-01-06,P1,tela,89,23.54,C120,online
2023-08-23,P3,tela,179,26.06,C33,tienda física
2023-09-12,P14,encaje,245,28.74,C6,online
2025-03-04,P4,tela,300,15.95,C174,online
2024-12-12,P6,botón,8,10.24,C87,distribuidor
2025-04-25,P6,botón,42,18.5,C157,online
2024-03-31,P13,encaje,233,14.46,C155,tienda física
2025-03-12,P1,tela,263,23.15,C20,tienda física
2024-05-15,P11,cierres,199,19.16,C96,online
2024-11-24,P8,hilo,24,6.88,C163,distribuidor
2023-11-24,P3,tela,94,23.7,C127,online
2025-01-02,P11,cierres,47,25.25,C131,tienda física
2023-08-04,P13,encaje,216,22.71,C2,distribuidor
2024-09-11,P3,tela,240,5.69,C46,online
2024-10-22,P11,cierres,138,10.0,C129,tienda física
2023-10-13,P7,botón,195,18.13,C138,online
2023-09-08,P11,cierres,37,28.31,C163,online
2023-08-10,P13,encaje,57,17.83,C67,tienda física
2024-07-30,P14,encaje,30,19.06,C150,tienda física
2024-07-06,P8,hilo,285,11.83,C181,distribuidor
2024-06-18,P12,cierres,80,10.97,C80,tienda física
2024-01-18,P11,cierres,132,21.69,C156,distribuidor
2024-06-29,P13,encaje,74,16.88,C49,tienda física
2024-07-07,P5,botón,14,20.13,C54,online
2025-05-21,P1,tela,178,28.32,C107,tienda física
2023-11-20,P1,tela,18,17.56,C104,online
2024-07-01,P2,tela,22,14.41,C188,tienda física
2025-03-11,P2,tela,202,13.68,C98,tienda física
2025-02-08,P5,botón,198,25.15,C148,tienda física
2024-11-16,P7,botón,218,21.13,C13,distribuidor
2024-12-23,P3,tela,23,12.89,C84,distribuidor
2023-10-10,P9,hilo,154,8.66,C145,distribuidor
2024-11-29,P10,hilo,222,19.68,C144,distribuidor
2024-10-25,P5,botón,85,8.27,C35,distribuidor
2024-12-15,P14,encaje,211,29.88,C101,distribuidor
2023-06-16,P8,hilo,239,23.41,C129,online
2025-04-05,P14,encaje,132,12.91,C112,tienda física
2023-12-07,P5,botón,97,4.44,C14,tienda física
2023-08-31,P7,botón,159,8.34,C84,online
2025-01-08,P1,tela,42,11.07,C4,tienda física
2023-11-01,P8,hilo,93,27.72,C188,distribuidor
2023-06-29,P3,tela,34,28.36,C90,tienda física
2024-12-18,P3,tela,31,6.12,C32,tienda física
2025-05-06,P10,hilo,188,3.61,C62,distribuidor
2025-01-16,P2,tela,160,14.8,C135,distribuidor
2024-04-05,P14,encaje,13,21.69,C82,distribuidor
2023-12-23,P2,tela,121,9.73,C71,online
2024-07-05,P14,encaje,45,12.17,C148,tienda física
2025-01-18,P1,tela,78,23.78,C53,tienda física
2024-02-03,P5,botón,199,7.74,C8,tienda física
2024-08-02,P10,hilo,108,7.43,C91,online
2025-01-03,P12,cierres,112,28.85,C162,tienda física
2025-05-07,P11,cierres,206,16.72,C125,distribuidor
2023-06-27,P13,encaje,169,18.48,C122,distribuidor
2024-09-05,P1,tela,68,18.15,C52,tienda física
2024-04-30,P10,hilo,103,25.92,C118,tienda física
2023-07-17,P4,tela,222,2.06,C128,online
2023-12-20,P10,hilo,134,16.81,C45,distribuidor
2025-05-01,P14,encaje,1,11.65,C187,distribuidor
2025-02-22,P5,botón,58,20.85,C21,distribuidor
2024-11-01,P2,tela,24,19.82,C2,online
2024-01-12,P10,hilo,147,14.41,C103,online
2024-03-13,P1,tela,168,16.98,C172,distribuidor
2024-10-16,P9,hilo,71,18.19,C32,distribuidor
2024-11-27,P10,hilo,77,2.43,C184,tienda física
2024-10-11,P4,tela,272,11.25,C105,online
2024-07-17,P10,hilo,103,11.4,C109,tienda física
2024-02-26,P9,hilo,156,28.32,C62,tienda física
2023-07-16,P9,hilo,168,2.73,C130,online
2024-05-11,P14,encaje,84,9.93,C173,online
2023-09-03,P3,tela,291,7.57,C107,distribuidor
2024-10-25,P8,hilo,186,23.9,C59,tienda física
2024-06-21,P13,encaje,43,0.8,C108,distribuidor
2024-04-02,P3,tela,6,9.77,C155,online
2023-08-26,P7,botón,297,26.55,C126,tienda física
2024-11-23,P1,tela,261,27.17,C40,online
2025-03-12,P3,tela,166,21.97,C168,tienda física
2024-11-14,P9,hilo,170,17.74,C41,online
2024-12-07,P4,tela,79,23.66,C106,online
2024-05-15,P7,botón,261,0.21,C195,tienda física
2024-09-04,P10,hilo,59,8.23,C120,online
2024-09-10,P5,botón,92,20.06,C15,tienda física
2024-01-23,P2,tela,213,19.89,C159,tienda física
2024-03-14,P7,botón,19,4.3,C68,distribuidor
2024-09-05,P8,hilo,39,20.46,C116,distribuidor
2024-07-02,P1,tela,195,2.66,C28,tienda física
2024-09-14,P12,cierres,231,10.62,C191,tienda física
2024-12-22,P1,tela,223,16.38,C67,distribuidor
2025-05-22,P9,hilo,93,8.32,C176,online
2023-12-19,P6,botón,10,7.56,C166,online
2025-01-25,P14,encaje,121,4.48,C112,tienda física
2023-12-17,P2,tela,7,13.69,C104,tienda física
2023-09-07,P14,encaje,234,8.69,C25,online
2023-11-10,P9,hilo,260,20.4,C23,distribuidor
2024-12-15,P12,cierres,264,18.4,C98,online
2023-06-21,P7,botón,104,23.09,C84,tienda física
2025-05-12,P1,tela,266,2.62,C134,distribuidor
2024-12-26,P12,cierres,198,28.12,C27,online
2024-10-30,P3,tela,203,29.9,C47,distribuidor
2024-07-15,P2,tela,244,10.81,C99,online
2024-08-01,P14,encaje,113,20.59,C90,online
2025-01-10,P11,cierres,142,5.41,C75,online
2025-02-10,P10,hilo,177,13.1,C137,tienda física
2023-10-05,P8,hilo,97,5.08,C92,distribuidor
2025-03-07,P13,encaje,32,25.53,C195,online
2024-02-18,P7,botón,279,4.89,C193,online
2024-03-02,P12,cierres,189,4.37,C182,online
2024-08-06,P13,encaje,96,23.76,C153,tienda física
2023-08-06,P4,tela,299,24.29,C4,distribuidor
2024-05-30,P8,hilo,73,21.01,C84,distribuidor
2023-12-09,P3,tela,266,27.46,C41,distribuidor
2023-11-15,P7,botón,189,28.52,C171,distribuidor
2023-08-08,P2,tela,221,19.06,C58,distribuidor
2023-06-28,P3,tela,79,7.2,C173,distribuidor
2025-03-27,P13,encaje,1,21.29,C59,distribuidor
2025-01-06,P6,botón,278,13.59,C158,online
2025-01-06,P2,tela,221,27.12,C168,online
2025-01-28,P4,tela,69,16.55,C49,tienda física
2025-02-15,P10,hilo,41,25.13,C128,distribuidor
2025-04-26,P2,tela,89,25.33,C142,tienda física
2023-10-17,P13,encaje,130,3.3,C119,distribuidor
2025-05-20,P3,tela,200,16.66,C68,tienda física
2023-12-22,P13,encaje,61,2.87,C156,distribuidor
2023-07-26,P2,tela,219,29.92,C27,online
2025-05-23,P13,encaje,75,3.02,C115,distribuidor
2024-09-11,P5,botón,92,16.51,C113,tienda física
2023-07-21,P14,encaje,278,28.82,C119,distribuidor
2023-10-24,P2,tela,53,7.55,C153,online
2024-07-19,P9,hilo,11,16.79,C92,tienda física
2024-12-20,P1,tela,154,23.12,C121,distribuidor
2024-01-07,P2,tela,23,10.64,C91,online
2024-12-25,P2,tela,157,6.04,C181,tienda física
2025-05-19,P13,encaje,99,25.98,C2,distribuidor
2025-01-07,P12,cierres,236,1.12,C79,tienda física
2025-04-01,P4,tela,160,13.6,C42,online
2024-12-19,P8,hilo,238,2.88,C138,tienda física
2023-11-08,P14,encaje,264,13.28,C6,online
2024-04-09,P1,tela,296,11.75,C61,tienda física
2025-03-01,P8,hilo,289,14.07,C103,distribuidor
2024-06-13,P12,cierres,89,5.32,C12,online
2024-11-29,P5,botón,131,2.24,C196,tienda física
2023-07-02,P10,hilo,30,2.85,C105,tienda física
2024-03-16,P10,hilo,155,17.94,C125,tienda física
2024-05-22,P3,tela,84,3.94,C24,online
2025-04-19,P12,cierres,191,27.65,C154,tienda física
2023-07-27,P11,cierres,197,23.02,C57,distribuidor
2024-05-02,P1,tela,231,16.17,C189,distribuidor
2024-12-16,P8,hilo,69,27.33,C196,distribuidor
2024-01-28,P10,hilo,195,17.69,C89,tienda física
2024-07-05,P12,cierres,235,4.25,C164,distribuidor
2024-12-25,P3,tela,107,10.05,C48,distribuidor
2025-05-25,P7,botón,197,11.09,C70,tienda física
2024-02-16,P14,encaje,192,13.62,C174,tienda física
2025-03-11,P6,botón,173,28.38,C120,online
2023-07-08,P8,hilo,185,25.6,C169,online
2024-10-16,P11,cierres,298,12.73,C158,tienda física
2025-02-09,P1,tela,215,18.78,C128,tienda física
2025-05-20,P12,cierres,275,2.91,C147,online
2023-12-24,P6,botón,114,1.84,C194,distribuidor
2023-08-24,P13,encaje,8,16.3,C24,tienda física
2024-11-20,P14,encaje,131,24.42,C41,tienda física
2024-03-23,P6,botón,60,13.14,C88,tienda física
2024-08-05,P1,tela,19,2.08,C65,distribuidor
2024-03-22,P8,hilo,180,8.98,C90,online
2025-04-21,P3,tela,259,2.45,C17,online
2024-09-13,P6,botón,149,3.73,C99,online
2025-01-27,P10,hilo,233,27.0,C150,distribuidor
2024-04-12,P12,cierres,30,16.64,C144,tienda física
2024-02-23,P13,encaje,186,10.28,C146,distribuidor
2023-06-25,P3,tela,182,0.76,C125,distribuidor
2024-12-26,P3,tela,241,24.13,C24,online
2023-12-21,P1,tela,155,24.03,C197,distribuidor
2023-08-04,P1,tela,295,10.76,C171,online
2024-09-25,P1,tela,54,11.54,C178,distribuidor
2025-04-17,P8,hilo,160,0.21,C167,tienda física
2024-11-04,P4,tela,271,29.28,C98,distribuidor
2025-05-05,P4,tela,174,17.54,C117,distribuidor
2023-10-03,P7,botón,138,19.02,C37,tienda física
2025-05-04,P3,tela,142,12.13,C87,tienda física
2024-08-02,P13,encaje,295,4.4,C100,online
2023-06-30,P3,tela,137,20.31,C167,tienda física
2024-11-05,P14,encaje,203,4.14,C87,online
2024-01-14,P8,hilo,73,14.34,C71,online
2024-12-18,P11,cierres,113,18.1,C181,online
2025-03-19,P10,hilo,20,10.66,C59,distribuidor
2025-05-31,P13,encaje,198,26.15,C14,tienda física
2023-10-25,P11,cierres,45,25.2,C50,online
2024-12-18,P10,hilo,237,3.28,C49,distribuidor
2024-12-17,P4,tela,124,11.54,C89,online
2024-12-22,P3,tela,155,5.7,C200,online
2024-12-19,P12,cierres,74,26.76,C152,distribuidor
2023-08-01,P6,botón,12,3.16,C84,online
2023-08-16,P12,cierres,234,18.49,C40,distribuidor
2023-06-30,P10,hilo,78,20.43,C29,tienda física
2025-04-27,P1,tela,293,8.97,C19,tienda física
2024-04-29,P7,botón,106,15.58,C67,distribuidor
2023-06-18,P5,botón,143,28.38,C57,online
2025-04-05,P5,botón,24,21.04,C181,tienda física
2024-02-02,P14,encaje,211,4.79,C57,distribuidor
2024-06-22,P13,encaje,267,3.08,C144,distribuidor
2025-04-14,P13,encaje,139,8.59,C121,tienda física
2024-09-11,P6,botón,254,18.9,C20,tienda física
2023-10-20,P11,cierres,222,28.37,C166,distribuidor
2023-08-27,P6,botón,182,19.48,C119,distribuidor
2024-03-12,P1,tela,289,13.78,C185,distribuidor
2024-08-15,P7,botón,277,20.14,C190,tienda física
2024-06-15,P12,cierres,245,15.07,C103,tienda física
2023-09-19,P10,hilo,77,17.28,C70,online
2023-12-06,P1,tela,116,11.13,C91,tienda física
2025-02-18,P12,cierres,106,19.95,C193,tienda física
2023-09-26,P14,encaje,105,18.53,C47,online
2024-03-31,P9,hilo,219,10.23,C153,tienda física
2023-08-27,P3,tela,251,12.43,C200,distribuidor
2024-08-16,P3,tela,115,6.43,C195,distribuidor
2023-11-22,P12,cierres,68,8.94,C152,tienda física
2023-08-11,P3,tela,238,27.91,C47,distribuidor
2024-03-31,P8,hilo,93,12.77,C97,online
2023-11-02,P4,tela,224,18.99,C60,tienda física
2025-05-01,P6,botón,110,27.27,C52,online
2025-05-09,P13,encaje,73,0.35,C169,tienda física
2024-06-13,P9,hilo,243,15.45,C33,tienda física
2024-08-08,P5,botón,64,11.88,C83,online
2025-01-02,P3,tela,231,24.23,C116,tienda física
2024-02-08,P13,encaje,277,22.35,C28,online
2024-06-12,P12,cierres,32,16.58,C73,online
2023-07-19,P12,cierres,15,19.37,C197,online
2024-04-30,P5,botón,26,24.53,C189,online
2024-11-05,P7,botón,102,5.11,C26,distribuidor
2025-03-10,P2,tela,228,12.03,C148,online
2023-06-23,P9,hilo,168,26.19,C73,tienda física
2025-03-31,P9,hilo,157,13.58,C126,distribuidor
2023-10-12,P11,cierres,259,29.96,C144,tienda física
2024-05-03,P5,botón,281,26.46,C162,tienda física
2025-02-08,P3,tela,21,9.33,C171,tienda física
2024-03-25,P5,botón,198,5.23,C41,online
2024-05-05,P6,botón,72,2.13,C165,online
2024-02-03,P14,encaje,208,29.54,C94,tienda física
2024-04-11,P12,cierres,96,24.18,C166,distribuidor
2024-02-19,P8,hilo,126,9.28,C4,tienda física
2024-03-31,P7,botón,212,12.02,C115,distribuidor
2023-07-13,P5,botón,225,19.76,C109,distribuidor
2023-11-09,P10,hilo,80,18.54,C156,tienda física
2024-10-06,P11,cierres,298,2.44,C3,distribuidor
2024-09-16,P4,tela,222,19.99,C59,online
2024-03-16,P14,encaje,99,13.92,C17,online
2023-11-02,P3,tela,231,23.09,C113,online
2025-01-11,P9,hilo,93,8.91,C180,tienda física
2023-08-23,P4,tela,237,26.5,C130,distribuidor
2024-07-15,P8,hilo,136,15.99,C133,online
2023-11-18,P9,hilo,224,3.62,C146,online
2024-08-12,P13,encaje,32,0.59,C31,tienda física
2024-11-02,P9,hilo,278,10.17,C71,distribuidor
2023-07-13,P9,hilo,113,11.41,C102,tienda física
2024-12-03,P12,cierres,103,1.53,C42,tienda física
2024-02-13,P12,cierres,43,20.08,C123,online
2023-11-05,P11,cierres,20,10.11,C185,tienda física
2024-03-05,P13,encaje,140,24.13,C153,online
2023-10-24,P7,botón,33,20.09,C184,tienda física
2025-05-21,P6,botón,252,14.47,C75,distribuidor
2023-12-07,P3,tela,271,19.98,C147,distribuidor
2024-09-17,P13,encaje,280,18.04,C179,tienda física
2024-12-28,P8,hilo,55,7.02,C171,online
2024-10-19,P2,tela,48,17.28,C71,online
2024-04-17,P5,botón,89,25.53,C169,tienda física
2024-01-08,P10,hilo,271,17.66,C170,distribuidor
2025-05-06,P13,encaje,275,26.05,C53,tienda física
2024-11-10,P4,tela,107,8.24,C165,distribuidor
2023-08-21,P8,hilo,189,24.54,C189,distribuidor
2024-11-28,P7,botón,251,2.29,C122,online
2024-03-09,P5,botón,162,18.59,C79,online
2024-08-29,P4,tela,206,9.92,C39,online
2023-11-17,P1,tela,58,3.46,C121,tienda física
2024-08-24,P12,cierres,129,22.22,C98,online
2024-02-29,P2,tela,72,7.96,C69,online
2023-07-05,P12,cierres,2,18.83,C14,online
2024-06-22,P3,tela,287,21.93,C84,online
2023-08-24,P9,hilo,267,6.52,C20,distribuidor
2024-08-24,P3,tela,125,6.92,C60,online
2024-09-21,P11,cierres,63,21.39,C157,tienda física
2023-11-26,P12,cierres,141,17.57,C156,tienda física
2025-05-01,P6,botón,224,14.67,C200,online
2023-08-18,P8,hilo,121,11.11,C117,online
2024-02-02,P3,tela,289,14.04,C110,distribuidor
2023-09-20,P13,encaje,55,12.43,C76,distribuidor
2024-04-26,P2,tela,184,9.11,C183,tienda física
2024-09-30,P7,botón,102,18.64,C111,tienda física
2024-07-20,P8,hilo,175,26.49,C6,distribuidor
2024-04-01,P2,tela,17,20.51,C140,online
2024-02-08,P14,encaje,63,25.06,C149,online
2023-10-26,P7,botón,241,22.17,C145,online
2025-02-05,P5,botón,92,25.34,C191,distribuidor
2023-07-24,P9,hilo,119,21.94,C16,tienda física
2023-12-15,P7,botón,42,4.3,C161,distribuidor
2024-05-22,P14,encaje,288,25.73,C118,online
2024-11-18,P14,encaje,47,23.15,C169,tienda física
2024-12-10,P5,botón,105,9.65,C132,tienda física
2023-08-14,P11,cierres,60,0.6,C187,distribuidor
2023-08-17,P10,hilo,269,7.85,C18,tienda física
2024-06-14,P12,cierres,8,16.9,C125,online
2024-03-03,P10,hilo,101,16.46,C9,online
2024-08-21,P13,encaje,180,6.08,C67,online
2024-01-07,P5,botón,175,6.16,C4,online
2024-06-14,P6,botón,92,24.54,C101,distribuidor
2024-05-09,P1,tela,139,10.2,C77,tienda física
2024-10-26,P6,botón,97,4.96,C119,tienda física
2024-09-27,P7,botón,237,29.42,C197,online
2024-06-27,P1,tela,110,11.78,C84,online
2024-07-14,P5,botón,150,21.33,C134,tienda física
2023-12-14,P7,botón,47,12.17,C146,tienda física
2024-07-25,P1,tela,81,26.84,C106,distribuidor
2024-09-29,P12,cierres,198,10.51,C58,tienda física
2025-03-20,P13,encaje,170,5.2,C67,distribuidor
2024-01-01,P13,encaje,88,2.44,C141,distribuidor
2025-05-01,P9,hilo,7,21.17,C190,distribuidor
2024-07-18,P11,cierres,162,7.52,C181,distribuidor
2024-03-15,P14,encaje,48,25.23,C98,online
2023-09-05,P2,tela,276,20.3,C53,online
2024-06-07,P12,cierres,5,29.75,C60,distribuidor
2023-11-24,P10,hilo,170,23.53,C144,distribuidor
2025-05-23,P1,tela,193,16.4,C98,distribuidor
2024-09-09,P14,encaje,95,21.06,C152,online
2024-02-08,P11,cierres,127,21.32,C132,tienda física
2024-05-30,P10,hilo,8,21.32,C31,distribuidor
2024-01-25,P7,botón,81,23.84,C190,online
2024-08-05,P11,cierres,209,13.91,C113,distribuidor
2024-02-08,P4,tela,281,22.72,C86,distribuidor
2025-03-15,P7,botón,178,19.5,C71,distribuidor
2024-09-25,P7,botón,99,2.7,C94,online
2025-03-27,P10,hilo,258,0.45,C23,online
2024-05-13,P4,tela,75,13.57,C93,distribuidor
2023-10-09,P11,cierres,188,6.15,C14,distribuidor
2025-01-11,P11,cierres,126,18.41,C104,distribuidor
2024-10-24,P4,tela,246,28.86,C108,distribuidor
2024-12-09,P13,encaje,280,2.59,C175,tienda física
2024-05-01,P1,tela,240,29.62,C27,tienda física
2024-08-03,P10,hilo,30,21.19,C48,tienda física
2025-05-28,P4,tela,125,27.18,C140,tienda física
2024-03-05,P8,hilo,248,22.66,C159,distribuidor
2024-10-04,P11,cierres,284,29.43,C108,tienda física
2025-05-02,P13,encaje,35,7.86,C61,distribuidor
2023-12-01,P10,hilo,262,5.3,C48,online
2025-02-01,P3,tela,191,10.36,C50,distribuidor
2024-07-24,P12,cierres,151,25.06,C160,distribuidor
2023-12-25,P1,tela,222,25.45,C155,distribuidor
2024-07-03,P11,cierres,248,29.49,C149,online
2023-12-22,P2,tela,67,13.73,C58,tienda física
2025-01-23,P12,cierres,14,10.94,C60,distribuidor
2025-05-13,P5,botón,209,3.41,C19,online
2023-09-07,P7,botón,201,11.09,C120,distribuidor
2023-10-26,P4,tela,17,4.09,C65,online
2024-02-19,P7,botón,6,24.52,C104,distribuidor
2025-05-04,P6,botón,67,25.74,C96,distribuidor
2023-06-21,P7,botón,21,20.73,C113,tienda física
2023-10-19,P14,encaje,144,27.63,C119,tienda física
2024-04-10,P10,hilo,12,3.43,C81,tienda física
2025-05-31,P14,encaje,49,26.74,C135,distribuidor
2024-11-25,P11,cierres,256,22.83,C64,tienda física
2025-05-30,P12,cierres,51,9.0,C172,online
2023-11-29,P13,encaje,73,24.17,C158,distribuidor
2024-11-02,P3,tela,141,15.65,C68,distribuidor
2023-11-08,P9,hilo,203,18.74,C144,online
2024-11-23,P2,tela,108,4.03,C172,online
2024-05-07,P10,hilo,32,14.36,C198,online
2023-10-24,P2,tela,248,17.09,C6,online
2024-11-07,P6,botón,6,16.48,C11,tienda física
2023-10-04,P12,cierres,241,24.53,C30,tienda física
2024-09-07,P14,encaje,209,28.34,C137,online
2024-06-03,P3,tela,240,2.56,C155,online
2023-08-30,P4,tela,261,27.24,C180,distribuidor
2024-12-07,P11,cierres,244,16.82,C18,distribuidor
2025-03-04,P1,tela,193,6.36,C111,tienda física
2025-03-01,P10,hilo,103,4.98,C121,online
2025-04-22,P11,cierres,73,23.44,C198,distribuidor
2023-10-05,P11,cierres,117,9.58,C157,tienda física
2024-04-17,P3,tela,167,26.04,C91,online
2024-12-24,P7,botón,132,26.78,C102,tienda física
2024-08-24,P1,tela,110,0.82,C98,tienda física
2023-12-09,P12,cierres,145,18.82,C120,distribuidor
2023-07-12,P2,tela,210,16.53,C141,online
2023-09-15,P13,encaje,203,0.54,C157,tienda física
2025-05-28,P5,botón,29,19.36,C112,online
2024-04-23,P6,botón,147,1.91,C119,online
2024-08-07,P11,cierres,219,27.42,C63,distribuidor
2023-10-15,P1,tela,217,26.86,C5,online
2023-10-28,P5,botón,47,15.44,C58,distribuidor
2024-07-27,P10,hilo,83,10.41,C154,tienda física
2025-01-16,P1,tela,182,25.3,C185,distribuidor
2024-12-24,P13,encaje,129,3.05,C128,distribuidor
2024-12-17,P12,cierres,204,5.02,C54,tienda física
2023-10-29,P9,hilo,138,16.45,C16,tienda física
2024-01-30,P5,botón,46,27.23,C109,distribuidor
2023-10-09,P3,tela,124,12.42,C133,online
2023-08-01,P10,hilo,29,11.08,C106,tienda física
2025-05-18,P10,hilo,182,16.06,C83,online
2024-03-16,P6,botón,155,23.64,C16,distribuidor
2023-09-29,P14,encaje,12,16.54,C134,online
2024-12-18,P1,tela,210,17.32,C154,distribuidor
2024-01-11,P7,botón,209,23.93,C179,distribuidor
2024-02-25,P2,tela,271,21.87,C5,distribuidor
2025-03-19,P5,botón,277,5.27,C143,tienda física
2023-06-17,P10,hilo,133,23.78,C151,tienda física
2024-06-20,P7,botón,194,18.53,C57,online
2025-03-06,P14,encaje,273,20.78,C176,tienda física
2025-04-06,P11,cierres,168,22.86,C175,tienda física
2025-02-13,P1,tela,136,23.65,C93,tienda física
2024-07-15,P12,cierres,98,4.83,C83,tienda física
2024-01-20,P10,hilo,300,18.96,C188,tienda física
2025-03-01,P8,hilo,61,9.6,C180,distribuidor
2023-07-08,P12,cierres,241,21.5,C186,online
2024-08-10,P4,tela,137,12.67,C103,online
2023-07-19,P3,tela,243,11.03,C159,tienda física
2023-10-20,P13,encaje,264,8.25,C110,tienda física
2024-05-31,P13,encaje,77,0.54,C13,online
2024-01-10,P7,botón,240,3.68,C131,tienda física
2024-06-13,P8,hilo,34,6.78,C188,tienda física
2024-02-13,P11,cierres,240,29.7,C31,distribuidor
2023-10-30,P5,botón,228,19.94,C140,online
2023-08-03,P8,hilo,215,25.19,C64,distribuidor
2023-12-13,P11,cierres,235,2.44,C118,distribuidor
2023-12-12,P14,encaje,262,4.34,C184,distribuidor
2023-12-26,P7,botón,169,5.09,C131,tienda física
2023-12-29,P6,botón,232,19.18,C4,tienda física
2024-05-25,P3,tela,163,23.07,C130,online
2024-05-28,P13,encaje,4,5.06,C30,tienda física
2023-07-15,P1,tela,73,9.53,C159,tienda física
2024-02-05,P14,encaje,14,8.35,C160,online
2024-07-23,P4,tela,77,18.12,C59,online
2024-06-02,P12,cierres,67,5.57,C138,tienda física
2025-01-02,P2,tela,193,2.1,C15,distribuidor
2025-05-05,P5,botón,215,3.15,C141,distribuidor
2024-05-05,P10,hilo,281,15.41,C147,online
2025-01-17,P9,hilo,82,0.94,C69,distribuidor
2025-01-29,P3,tela,275,17.68,C82,distribuidor
2024-12-29,P7,botón,28,27.57,C34,distribuidor
2025-04-21,P6,botón,180,26.55,C51,tienda física
2025-03-21,P11,cierres,121,18.94,C63,distribuidor
2023-07-17,P13,encaje,272,9.44,C14,distribuidor
2024-04-29,P7,botón,119,15.46,C165,distribuidor
2024-05-26,P10,hilo,55,1.14,C114,distribuidor
2023-10-10,P2,tela,150,22.32,C109,online
2025-03-25,P10,hilo,157,11.72,C19,online
2024-02-29,P14,encaje,185,23.34,C77,online
2024-05-10,P8,hilo,107,27.29,C28,tienda física
2023-06-18,P4,tela,172,4.41,C91,online
2023-12-08,P13,encaje,17,27.22,C60,online
2024-10-18,P11,cierres,157,17.01,C170,distribuidor
2025-03-17,P13,encaje,22,1.02,C87,online
2023-07-07,P13,encaje,110,11.33,C30,tienda física
2023-10-13,P5,botón,250,23.28,C195,online
2024-06-15,P9,hilo,255,5.17,C175,online
