producto_id,costo_unitario,precio_venta_unitario,cantidad_vendida,fecha_venta
P13,15.54,25.62,227,2024-02-22
P3,13.08,14.09,26,2025-05-09
P14,2.23,14.7,230,2025-03-03
P10,15.71,24.1,215,2024-11-14
P8,18.64,25.57,92,2024-08-14
P13,17.82,27.02,450,2024-04-27
P4,3.03,9.35,190,2024-09-24
P3,5.69,14.25,361,2025-03-21
P2,6.61,16.63,296,2023-07-30
P6,18.51,20.63,386,2025-03-24
P1,12.46,15.01,199,2023-12-07
P12,11.5,12.88,263,2023-06-18
P9,4.32,17.68,372,2023-10-02
P3,19.04,27.31,235,2024-04-01
P1,10.14,21.08,19,2023-12-28
P2,13.67,28.5,435,2024-01-09
P7,5.3,5.95,319,2024-06-02
P7,13.16,26.21,263,2024-12-15
P6,10.79,22.05,7,2025-02-03
P2,16.0,27.03,189,2024-10-05
P12,6.04,7.51,106,2023-12-21
P12,11.47,18.54,379,2025-01-16
P7,8.13,19.59,152,2025-01-31
P13,10.56,16.14,44,2024-07-09
P3,12.58,23.44,52,2024-01-16
P4,19.31,28.2,226,2024-03-13
P10,5.75,16.88,282,2024-09-04
P13,16.53,17.36,365,2024-02-28
P9,16.56,22.28,302,2024-04-09
P7,5.9,16.85,333,2025-04-15
P11,2.73,5.22,190,2023-08-20
P10,19.47,30.48,268,2024-09-20
P7,4.86,7.86,269,2024-06-28
P10,9.58,15.49,337,2023-08-13
P2,13.54,20.38,271,2024-02-07
P14,4.15,5.97,2,2023-08-08
P3,5.91,9.68,125,2024-07-28
P10,13.88,27.21,157,2023-12-29
P12,14.66,16.38,261,2025-04-05
P9,11.94,19.9,499,2025-01-15
P14,2.9,9.09,414,2023-08-02
P10,19.79,27.3,298,2025-04-16
P13,2.33,15.27,30,2025-05-25
P11,10.17,18.03,495,2024-07-17
P2,3.42,12.66,459,2024-09-20
P5,18.2,22.73,460,2025-02-08
P4,7.64,13.15,368,2024-06-05
P7,6.23,18.92,443,2023-10-13
P6,17.23,26.83,228,2024-09-26
P14,18.27,29.55,359,2024-12-08
P13,12.85,24.65,16,2023-07-21
P2,5.89,13.9,375,2023-12-30
P3,7.0,11.23,411,2025-02-06
P8,0.64,2.12,220,2024-11-03
P10,14.61,24.95,350,2023-08-19
P5,5.3,9.9,495,2025-01-20
P7,4.7,18.94,425,2024-02-07
P11,3.86,11.41,237,2024-04-23
P5,4.27,8.43,163,2024-11-18
P14,18.15,20.31,333,2023-07-25
P5,14.19,17.47,399,2024-12-03
P7,7.43,8.14,254,2024-12-28
P9,8.96,12.14,443,2024-08-28
P13,9.65,22.08,249,2025-01-30
P11,12.23,21.33,223,2023-09-28
P4,7.88,16.59,15,2023-07-22
P4,9.78,22.75,189,2024-10-26
P14,9.08,23.56,86,2025-03-15
P6,4.16,17.76,492,2023-11-20
P1,15.82,23.85,209,2024-06-22
P11,3.6,18.09,409,2023-07-16
P9,19.6,33.79,289,2024-06-23
P13,14.46,28.37,395,2023-07-14
P9,17.92,31.43,469,2025-03-24
P6,7.17,12.21,303,2024-12-06
P11,12.61,25.86,173,2025-05-31
P9,15.31,17.21,460,2024-11-19
P6,1.72,9.33,273,2023-07-05
P1,17.0,19.76,257,2023-09-14
P2,2.33,14.99,66,2024-08-11
P6,16.49,20.64,426,2025-05-25
P1,14.19,25.93,345,2023-10-04
P8,7.56,21.47,78,2024-03-04
P1,13.31,27.68,119,2024-01-24
P10,7.23,14.62,330,2024-06-22
P2,13.2,13.86,347,2025-04-19
P3,15.56,23.29,222,2025-02-21
P9,10.73,20.85,69,2023-08-10
P12,7.09,15.42,16,2023-09-07
P14,19.07,26.06,415,2023-06-20
P8,19.57,24.27,107,2024-10-18
P3,9.56,16.24,381,2024-08-24
P13,16.72,20.11,164,2025-03-14
P14,18.46,25.15,264,2024-06-17
P13,10.82,17.99,277,2024-08-28
P1,16.73,24.4,486,2024-08-18
P5,5.37,15.74,97,2024-11-06
P11,5.36,20.1,15,2023-07-18
P3,15.81,27.14,102,2025-01-21
P13,15.72,21.6,240,2024-10-21
P2,5.03,14.56,439,2025-01-11
P10,14.89,25.73,369,2025-03-17
P12,16.23,17.58,307,2024-04-28
P1,17.95,27.45,236,2024-08-26
P4,10.12,23.04,442,2024-02-04
P10,8.02,20.86,241,2025-05-12
P7,6.67,16.86,88,2023-10-04
P6,11.68,13.7,318,2023-09-14
P1,14.19,20.92,452,2024-10-11
P7,18.32,24.16,406,2024-01-15
P13,14.38,23.11,243,2024-09-20
P12,14.25,21.15,337,2024-03-29
P5,15.54,28.77,134,2024-12-15
P3,2.44,11.93,489,2024-09-09
P12,13.8,27.78,334,2024-03-27
P6,17.63,27.44,101,2025-01-09
P13,4.34,15.39,275,2023-06-24
P4,6.54,14.55,332,2024-02-16
P6,19.84,31.2,366,2024-09-05
P3,0.31,8.65,95,2024-08-30
P10,13.84,22.87,12,2024-02-08
P6,15.59,22.51,300,2023-09-17
P9,16.75,22.85,109,2024-03-02
P14,1.98,5.08,237,2025-05-10
P11,13.58,28.0,219,2024-09-14
P10,11.05,15.04,333,2023-08-05
P7,9.21,22.21,310,2023-08-05
P4,9.33,21.75,244,2024-12-18
P13,4.24,16.37,468,2024-10-05
P4,11.74,21.52,208,2024-06-05
P9,18.07,25.74,242,2023-11-28
P13,1.93,10.21,144,2024-11-29
P6,5.36,10.12,400,2024-09-21
P11,5.8,19.57,298,2023-07-31
P5,10.49,19.27,411,2025-03-29
P1,17.67,23.61,415,2023-08-11
P8,19.43,22.77,207,2024-03-08
P11,7.9,18.76,270,2024-07-28
P7,10.56,18.66,305,2023-11-07
P3,13.86,19.89,264,2023-08-29
P9,6.57,17.49,348,2025-01-02
P5,11.58,20.0,263,2025-04-08
P13,7.13,19.16,141,2025-01-14
P12,15.97,21.7,455,2024-03-18
P1,7.11,11.29,152,2024-01-29
P9,6.13,10.42,384,2024-11-02
P4,3.2,6.25,185,2025-05-20
P11,15.76,21.09,128,2024-05-20
P1,5.5,8.05,89,2025-02-11
P6,0.73,1.53,345,2023-12-07
P14,14.63,17.52,182,2024-05-19
P13,19.55,23.85,67,2025-05-06
P10,16.76,26.59,88,2024-05-12
P14,4.57,14.75,104,2023-11-26
P7,17.46,30.0,475,2024-11-22
P7,0.69,1.55,442,2024-08-23
P1,10.43,19.69,364,2024-07-16
P9,14.52,21.31,480,2023-11-02
P9,16.14,30.05,105,2023-11-25
P13,9.0,16.58,147,2023-06-17
P1,6.05,12.75,301,2025-05-15
P10,11.96,21.13,260,2024-08-05
P1,1.92,3.6,242,2025-03-01
P14,6.38,7.29,410,2024-06-06
P4,4.26,16.81,197,2024-12-10
P3,2.4,13.42,407,2024-01-10
P1,13.01,27.41,484,2024-08-16
P14,7.88,12.57,405,2025-03-08
P6,3.22,13.35,382,2023-07-29
P11,12.87,14.05,10,2023-06-30
P9,2.31,11.31,142,2023-12-01
P1,1.27,9.76,436,2025-01-20
P3,2.21,6.64,39,2024-09-08
P7,6.95,17.29,443,2023-07-29
P4,19.78,28.01,261,2023-07-03
P14,5.76,14.43,286,2023-08-23
P9,4.74,15.49,165,2023-09-21
P10,15.14,23.16,410,2023-09-06
P1,11.39,21.49,412,2025-01-29
P12,12.05,21.63,470,2024-05-23
P13,15.63,23.17,187,2024-10-12
P5,4.96,16.3,362,2023-06-30
P12,18.4,24.21,483,2025-03-27
P1,10.11,12.78,11,2024-11-01
P4,14.57,15.41,135,2024-07-25
P10,14.61,15.39,429,2025-03-24
P6,10.93,23.6,265,2023-12-09
P11,19.98,29.08,247,2024-05-22
P6,13.73,15.7,206,2023-10-24
P14,11.31,16.05,298,2024-07-05
P13,19.15,24.63,377,2024-06-12
P6,10.08,20.11,427,2024-02-18
P8,0.08,12.71,73,2023-08-16
P2,6.08,6.6,153,2023-10-29
P3,17.38,18.28,408,2024-06-16
P1,14.08,25.39,122,2024-08-09
P3,18.69,28.93,82,2023-07-06
P2,16.88,26.08,315,2025-05-20
P7,4.91,17.24,273,2025-01-23
P5,0.61,3.32,316,2023-10-09
P9,11.14,17.52,163,2025-01-07
P5,9.04,10.18,480,2024-08-04
P4,16.27,23.19,332,2023-09-24
P10,3.86,7.41,359,2025-01-03
P12,19.25,27.61,30,2024-10-20
P11,5.57,11.91,17,2024-07-20
P1,13.93,14.77,202,2023-12-25
P10,1.53,15.01,17,2023-08-10
P11,14.97,17.52,47,2024-01-01
P8,19.8,32.82,123,2023-07-05
P6,9.34,15.8,93,2024-09-09
P7,7.74,18.3,359,2023-06-18
P3,5.93,18.15,407,2024-08-20
P8,1.71,5.44,78,2024-12-29
P8,11.43,17.16,203,2024-07-14
P12,12.71,14.9,460,2024-02-20
P8,0.44,14.8,36,2024-07-15
P14,17.48,21.7,473,2023-11-09
P13,4.77,13.22,474,2024-12-14
P5,9.91,10.46,339,2025-04-16
P13,0.54,13.84,356,2024-05-05
P10,5.55,9.96,135,2025-04-08
P2,5.45,14.05,426,2025-01-29
P7,6.87,7.73,121,2023-07-28
P1,18.73,20.07,59,2025-01-10
P13,2.51,15.47,359,2024-08-07
P13,19.56,24.56,392,2023-10-25
P4,8.66,14.73,397,2024-12-24
P11,9.33,13.2,443,2025-03-21
P8,15.5,27.46,338,2025-04-14
P6,1.39,8.74,183,2025-03-28
P11,2.92,10.84,187,2023-08-29
P7,17.22,28.78,30,2024-10-24
P3,18.57,31.96,450,2023-10-31
P7,9.82,12.14,5,2024-06-30
P14,17.37,20.95,262,2025-05-05
P1,9.24,22.75,478,2024-06-15
P9,4.75,12.46,218,2024-01-28
P12,15.06,24.34,222,2024-11-08
P9,8.58,12.65,229,2025-01-20
P8,6.62,11.32,455,2025-03-10
P8,14.21,27.86,62,2023-10-23
P8,10.51,22.73,51,2025-03-07
P3,0.2,7.57,411,2023-11-07
P10,7.13,19.73,156,2024-07-17
P9,6.32,18.79,482,2025-02-04
P2,8.04,12.73,343,2023-10-09
P7,6.85,17.94,249,2023-11-10
P11,17.11,28.17,112,2024-02-11
P8,7.6,21.62,491,2024-02-29
P7,11.39,17.03,37,2023-12-05
P6,7.52,18.61,127,2025-02-09
P12,5.85,10.85,373,2024-11-25
P12,18.24,23.24,293,2024-06-25
P3,19.25,31.42,340,2024-01-25
P4,5.43,9.62,390,2025-03-22
P8,5.8,16.75,341,2024-04-19
P5,9.49,17.57,164,2023-07-10
P9,10.25,13.71,279,2023-10-31
P11,16.06,24.84,435,2023-07-04
P5,17.05,23.62,211,2024-06-14
P13,15.93,22.09,177,2024-03-12
P14,19.04,24.33,493,2024-03-26
P4,9.06,23.37,131,2024-10-04
P14,15.79,20.26,2,2025-01-01
P8,14.6,22.23,78,2023-08-16
P7,0.69,6.9,148,2024-09-05
P5,6.67,21.25,267,2024-05-24
P1,7.27,18.74,61,2024-01-30
P6,7.68,18.08,207,2025-03-15
P5,6.37,9.58,448,2024-10-26
P10,13.2,15.35,84,2025-04-12
P9,6.19,12.59,202,2025-05-30
P8,15.77,29.47,95,2023-11-25
P1,4.86,10.89,71,2024-09-22
P10,4.14,13.0,114,2024-12-18
P7,17.23,25.8,198,2025-01-25
P7,4.73,9.65,400,2024-07-25
P5,18.05,18.78,110,2024-12-12
P8,8.64,13.95,481,2024-01-20
P8,11.17,22.12,184,2024-11-15
P11,5.73,14.7,156,2024-02-08
P10,3.8,6.89,260,2023-06-17
P8,15.47,21.29,327,2024-07-22
P12,8.14,14.8,468,2025-04-24
P11,19.32,21.03,279,2023-10-06
P5,15.58,16.24,23,2023-07-21
P10,14.59,18.38,277,2025-04-01
P12,7.82,19.58,137,2024-07-14
P5,12.91,16.98,238,2024-12-16
P7,2.32,8.12,159,2024-10-02
P7,4.43,18.71,120,2023-08-14
P7,6.61,15.77,104,2023-08-27
P8,14.46,15.61,198,2024-10-30
P13,2.42,3.88,172,2023-10-04
P3,18.11,29.6,283,2024-04-28
P8,17.41,31.49,376,2024-08-04
P2,5.08,9.71,345,2023-08-08
P10,7.64,20.69,269,2023-10-15
P9,3.72,13.97,15,2023-12-10
P10,17.74,20.95,38,2025-02-16
P4,15.16,17.24,165,2024-11-29
P13,0.18,3.29,111,2023-08-29
P14,6.88,18.98,19,2023-12-18
P8,3.52,4.29,392,2024-05-09
P14,8.07,12.41,468,2024-10-19
P6,7.45,20.42,201,2024-08-25
P7,13.93,22.23,489,2025-04-09
P8,1.41,7.99,128,2025-04-26
P2,4.37,12.04,497,2023-12-23
P8,0.29,5.67,217,2025-03-28
P1,17.5,20.95,289,2023-12-15
P11,17.43,31.94,340,2024-02-22
P12,9.84,15.26,344,2023-10-23
P1,8.1,10.4,206,2023-12-29
P11,15.17,18.06,250,2024-03-11
P12,10.97,23.42,142,2025-05-19
P10,3.86,13.19,347,2025-04-07
P4,10.87,17.16,26,2023-12-15
P2,0.79,15.29,50,2024-12-11
P2,10.96,21.84,123,2025-02-19
P14,15.22,22.59,119,2024-02-22
P5,12.82,15.68,285,2025-01-05
P2,11.41,20.44,4,2023-06-22
P2,15.58,27.23,221,2024-03-18
P8,9.18,19.36,396,2024-09-11
P2,12.31,21.6,82,2024-08-17
P14,2.79,16.87,109,2023-11-08
P2,1.9,3.97,45,2025-04-08
P6,9.19,16.99,159,2023-07-25
P13,0.14,5.09,11,2025-03-17
P9,6.11,13.22,156,2023-07-15
P14,11.63,15.73,161,2024-12-26
P12,11.6,13.27,467,2023-07-02
P10,4.74,19.23,34,2024-03-15
P14,0.71,6.16,239,2023-11-11
P3,3.3,9.65,68,2024-01-08
P3,8.45,11.48,334,2025-03-14
P7,16.67,23.66,444,2023-08-24
P13,11.59,15.47,287,2024-07-25
P12,6.9,8.43,304,2025-01-21
P5,5.61,16.99,456,2023-10-06
P3,17.2,22.67,352,2023-12-11
P5,19.49,33.69,79,2024-07-07
P1,17.84,25.11,34,2024-11-25
P12,19.97,22.27,339,2023-12-09
P4,19.32,23.58,388,2025-03-25
P6,14.44,29.41,430,2025-03-03
P10,1.76,14.61,159,2023-12-06
P12,5.91,15.95,173,2025-05-02
P11,13.89,28.46,308,2024-04-11
P5,12.83,23.35,299,2023-12-07
P4,15.6,23.29,242,2024-12-25
P5,16.76,31.57,284,2025-02-21
P12,0.38,9.9,347,2023-12-04
P11,1.7,7.57,413,2024-03-08
P5,17.24,20.51,135,2025-04-29
P11,8.34,18.49,48,2023-09-24
P12,3.77,9.25,191,2024-06-14
P5,4.69,18.13,267,2024-05-01
P13,6.41,8.01,455,2024-05-11
P8,17.66,19.27,234,2024-07-18
P4,6.79,10.14,426,2025-05-04
P8,17.92,25.15,117,2024-02-18
P9,15.96,28.26,326,2024-03-10
P14,11.55,18.64,217,2023-06-15
P1,11.63,14.68,86,2024-02-01
P7,8.6,23.14,291,2024-05-05
P12,16.67,26.01,459,2023-10-12
P10,13.52,24.74,200,2024-01-06
P4,17.98,20.13,36,2024-11-03
P8,18.08,24.94,206,2024-01-15
P9,9.1,20.57,424,2025-04-05
P5,19.68,28.13,378,2024-06-05
P8,13.77,26.92,345,2024-03-31
P8,11.68,20.94,208,2025-03-14
P1,11.71,18.01,219,2024-05-19
P6,19.66,26.68,435,2023-07-29
P8,18.84,30.88,458,2023-11-03
P4,19.81,21.67,267,2024-10-09
P3,11.14,18.51,93,2023-12-07
P10,9.0,15.4,33,2024-03-05
P5,18.07,25.53,180,2024-08-26
P4,6.84,14.13,48,2025-01-23
P12,5.81,14.48,351,2023-12-20
P10,0.51,9.16,34,2024-09-12
P13,3.65,15.67,253,2024-11-20
P4,1.54,10.19,28,2025-02-03
P6,5.06,12.19,455,2025-02-06
P11,13.55,20.05,292,2023-11-02
P4,2.74,16.5,97,2023-10-19
P8,14.52,25.49,391,2023-10-18
P12,13.24,13.92,73,2024-12-17
P14,18.23,32.04,216,2024-09-27
P11,16.55,18.01,293,2024-07-22
P4,3.65,11.38,372,2024-12-04
P5,4.44,12.18,184,2023-11-28
P2,18.93,22.79,451,2025-03-22
P8,4.32,17.96,420,2025-04-03
P8,17.93,29.1,440,2024-12-30
P7,10.78,13.8,149,2025-01-13
P10,9.3,17.79,201,2024-09-09
P9,17.47,19.63,458,2025-05-20
P4,17.54,24.39,386,2023-11-24
P6,10.41,21.1,165,2023-07-24
P3,2.39,12.1,345,2024-05-20
P12,0.5,11.25,139,2024-08-12
P1,0.39,7.81,203,2023-07-14
P3,12.12,26.82,360,2024-01-24
P2,7.62,15.89,87,2025-05-31
P12,11.06,16.13,353,2024-04-30
P9,16.05,20.94,313,2024-06-13
P4,12.76,19.37,24,2024-04-21
P3,16.46,28.5,397,2025-02-02
P1,8.89,21.64,73,2023-07-07
P8,11.78,22.04,421,2024-12-07
P8,3.92,17.23,200,2024-06-28
P7,3.25,9.01,255,2024-11-20
P10,18.38,31.22,269,2024-02-08
P5,2.96,11.23,165,2023-07-24
P4,12.82,16.93,283,2024-02-19
P5,7.33,8.01,375,2023-08-11
P2,14.8,19.32,429,2025-04-01
P13,13.18,26.25,169,2023-08-18
P6,0.83,10.34,282,2024-04-17
P13,11.56,23.19,476,2024-05-28
P14,14.07,18.35,412,2023-08-18
P12,19.42,20.29,86,2024-04-04
P2,10.78,22.07,328,2023-09-15
P7,3.32,12.6,362,2023-11-20
P10,14.56,24.45,67,2023-07-27
P14,16.96,27.49,373,2024-01-30
P1,8.32,12.11,102,2023-12-01
P13,5.16,6.03,340,2024-04-10
P6,18.44,23.64,356,2023-11-30
P6,5.66,10.99,78,2024-12-01
P11,14.81,18.57,308,2025-02-26
P9,16.17,26.13,469,2024-11-11
P4,13.21,21.86,91,2024-09-29
P11,11.9,20.84,39,2024-12-05
P13,11.94,20.47,40,2024-11-23
P12,6.15,13.75,293,2024-06-20
P3,14.92,20.94,444,2024-03-26
P3,3.02,4.39,262,2024-12-20
P3,18.46,31.77,270,2023-10-30
P5,15.02,22.97,266,2025-03-11
P2,6.94,18.55,27,2023-11-26
P3,5.24,15.82,465,2023-10-27
P8,16.39,29.55,485,2024-09-24
P8,7.81,16.71,1,2024-04-25
P9,6.62,20.68,126,2023-09-16
P2,1.78,15.19,158,2023-07-16
P7,12.88,18.2,416,2023-09-23
P6,12.69,16.26,127,2024-11-29
P14,2.37,7.59,181,2025-02-03
P11,19.28,25.17,434,2024-08-14
P13,8.63,12.96,31,2024-09-20
P6,19.8,24.94,70,2024-07-24
P11,8.33,15.34,34,2024-11-06
P13,3.72,15.36,459,2024-08-17
P12,7.97,18.34,487,2025-02-07
P8,7.13,21.69,113,2025-02-02
P10,1.76,4.79,466,2024-07-30
P9,18.59,25.92,189,2023-08-21
P10,19.4,33.22,182,2025-01-05
P6,15.02,24.48,328,2023-10-02
P13,1.6,3.11,73,2024-04-08
P12,14.88,25.59,296,2024-03-28
P2,14.77,19.15,245,2024-02-04
P3,11.74,26.1,65,2024-12-21
P11,9.02,18.0,489,2024-09-30
P10,8.53,23.49,41,2024-03-17
P7,1.29,10.81,114,2024-08-22
P1,2.37,6.16,280,2024-09-27
P11,12.82,21.48,187,2025-05-18
P1,14.29,27.11,204,2023-11-24
P3,0.7,5.18,257,2025-03-27
P5,3.04,3.77,325,2024-03-05
P14,9.12,18.36,435,2024-03-10
P5,8.81,18.54,118,2024-03-03
P3,13.29,20.44,318,2023-10-27
P8,18.68,32.38,480,2024-03-02
P5,8.59,14.01,66,2023-06-25
P12,19.7,32.25,48,2023-10-06
P14,7.59,13.5,29,2025-01-14
P13,7.95,9.07,367,2024-04-19
P8,5.82,18.08,99,2024-10-27
P14,15.89,23.4,25,2024-03-07
P4,14.89,16.21,175,2023-08-02
P10,5.49,9.33,390,2023-11-23
P8,9.09,13.07,307,2024-01-24
P13,11.16,14.85,261,2024-04-19
P8,12.67,16.04,196,2024-01-08
P11,11.47,24.57,312,2025-03-14
P11,0.32,9.31,113,2023-09-05
P2,16.0,18.61,217,2024-08-23
P10,3.29,13.43,455,2025-04-04
P8,6.77,8.81,74,2024-01-03
P4,11.76,17.13,194,2024-04-11
P11,0.42,14.21,428,2024-05-17
P4,2.03,16.47,30,2024-03-25
P9,8.39,12.07,309,2025-01-30
P10,15.94,27.17,1,2024-11-05
P2,3.79,13.14,424,2025-03-13
P5,8.47,18.45,397,2024-06-21
P10,4.96,13.86,63,2023-06-15
P8,9.12,14.1,281,2023-08-10
P10,9.93,15.18,242,2023-12-10
P12,17.72,24.91,76,2023-11-02
P1,4.6,16.55,418,2024-09-09
P2,13.85,17.66,91,2025-05-06
P12,3.71,4.75,453,2023-12-07
P10,6.67,15.26,138,2024-01-25
P7,16.0,27.45,59,2024-10-12
P6,7.75,18.03,406,2024-09-13
P6,13.0,21.34,359,2025-04-22
P13,17.93,20.68,412,2023-07-04
P14,17.63,20.36,179,2025-03-27
P8,17.11,28.29,422,2024-12-30
P9,7.12,10.36,105,2024-04-19
P2,6.3,17.89,366,2024-05-18
P9,5.98,18.39,367,2023-07-09
P14,18.03,21.16,299,2024-02-01
P8,2.95,3.68,314,2023-09-08
P7,2.39,15.4,429,2024-07-20
P4,12.54,27.15,429,2025-05-06
P10,2.44,16.88,86,2023-10-01
P3,17.14,26.45,155,2024-04-22
P6,8.65,18.79,477,2025-03-31
P9,3.08,13.53,37,2024-08-17
P14,5.63,15.63,278,2023-07-29
P14,17.73,27.51,426,2024-08-05
P1,9.87,11.08,5,2024-11-13
P4,5.36,8.22,479,2023-11-21
P5,13.33,16.47,486,2025-03-20
P5,1.87,3.35,367,2025-03-29
P10,18.27,21.01,345,2024-02-04
P10,6.76,21.64,128,2024-02-06
P1,10.95,16.51,150,2024-09-21
P8,12.7,22.52,237,2024-09-07
P14,3.03,9.54,230,2024-02-16
P11,5.84,10.56,79,2023-12-22
P11,8.53,14.57,109,2023-12-27
P5,9.17,19.18,68,2024-06-17
P1,18.85,29.71,74,2024-08-20
P4,14.68,26.9,371,2024-12-23
P5,10.85,17.16,226,2024-01-26
P1,18.66,32.25,473,2024-03-20
P12,7.95,19.35,450,2024-06-27
P11,8.32,10.46,124,2024-10-05
P4,18.34,30.45,294,2025-04-23
P6,5.03,15.96,282,2023-07-19
P11,12.19,26.97,320,2023-12-28
P6,17.51,18.77,29,2025-05-29
P5,17.03,23.92,82,2025-05-28
P2,11.26,16.07,313,2023-08-03
P13,19.89,31.58,398,2023-10-06
P8,0.62,11.85,195,2024-11-29
P1,14.89,26.06,236,2025-03-04
P11,16.32,19.01,305,2024-11-27
P8,12.2,25.32,294,2023-12-07
P11,1.95,11.62,288,2024-08-11
P11,13.62,16.59,98,2024-05-29
P10,8.61,21.55,255,2024-05-06
P1,2.89,13.79,379,2024-05-03
P11,4.99,8.86,483,2025-05-05
P11,14.84,27.85,17,2023-11-15
P9,7.38,10.88,309,2025-01-28
P2,1.71,4.4,237,2024-11-11
P10,6.72,12.29,367,2024-02-19
P4,17.4,30.0,415,2023-12-06
P9,8.91,10.36,89,2023-12-20
P3,16.76,18.03,234,2025-02-27
P2,14.35,18.29,296,2025-02-24
P5,7.99,16.66,13,2024-03-10
P8,2.15,14.96,239,2024-12-12
P7,6.5,13.3,195,2023-07-21
P8,11.91,18.55,337,2024-04-25
P11,4.74,15.69,48,2023-12-01
P6,11.38,21.54,500,2024-02-16
P11,10.07,21.52,8,2025-02-28
P6,8.09,16.44,236,2024-05-30
P3,19.81,31.48,484,2024-11-18
P5,7.64,18.54,152,2023-09-13
P7,3.53,10.18,423,2023-09-16
P12,2.24,13.5,320,2024-01-16
P2,4.88,18.04,54,2025-05-27
P3,2.14,13.68,62,2024-08-06
P6,19.86,29.55,62,2024-03-09
P7,12.1,22.82,387,2025-03-04
P8,8.24,10.5,111,2023-09-21
P8,3.44,7.07,61,2024-11-13
P1,16.9,30.6,113,2023-08-01
P10,3.46,6.32,69,2025-05-28
P4,5.24,10.98,387,2024-12-31
P2,1.53,10.1,216,2024-10-26
P1,15.91,28.5,64,2025-02-25
P5,0.77,9.55,449,2024-07-28
P6,7.18,12.79,310,2023-12-21
P8,15.87,26.59,48,2023-09-30
P11,12.43,24.95,139,2024-03-06
P14,14.52,24.85,93,2025-04-25
P4,13.69,16.76,205,2023-10-17
P5,17.49,18.58,386,2025-01-29
P10,8.97,20.68,309,2024-12-11
P6,4.49,7.29,357,2025-03-30
P11,16.7,31.01,216,2023-07-25
P6,6.58,16.98,260,2025-04-19
P3,8.52,17.43,224,2024-10-27
P1,8.47,12.95,113,2024-07-06
P3,1.95,8.64,471,2024-09-27
P1,8.99,20.05,273,2024-09-04
P2,15.99,17.7,5,2024-12-14
P8,5.72,12.46,136,2024-06-09
P2,11.53,22.27,84,2023-07-10
P13,6.92,7.7,193,2025-04-09
P3,14.87,22.8,240,2024-03-29
P5,17.35,19.45,162,2024-05-04
P4,3.54,9.38,141,2024-05-01
P9,12.93,17.37,443,2024-10-15
P6,11.23,18.86,149,2024-11-18
P12,5.26,7.07,403,2024-08-12
P2,8.01,10.11,307,2024-05-04
P10,11.27,12.67,189,2024-02-13
P4,16.06,19.67,94,2023-08-13
P10,19.35,27.45,151,2023-08-06
P7,4.9,19.29,108,2025-01-13
P4,10.38,23.74,231,2025-02-14
P8,19.13,20.46,56,2024-08-07
P1,5.83,8.08,483,2025-03-09
P1,3.77,11.13,383,2024-11-10
P10,7.27,18.07,22,2025-05-30
P13,10.14,18.38,419,2023-06-15
P10,4.52,14.45,134,2024-04-06
P8,13.76,22.29,421,2023-06-30
P5,4.29,6.45,254,2024-09-15
P14,7.39,21.46,484,2023-06-25
P8,0.36,5.68,306,2024-08-19
P10,9.48,11.54,236,2024-05-29
P11,5.98,12.21,291,2025-04-25
P4,11.87,12.6,464,2024-09-11
P5,3.58,7.17,290,2023-11-21
P8,7.17,19.06,368,2024-03-23
P9,12.11,12.85,496,2024-07-07
P1,15.14,23.83,404,2023-09-22
P9,13.22,26.95,262,2023-10-28
P11,9.1,12.9,381,2024-09-03
P6,7.71,13.22,255,2023-12-30
P3,17.08,20.77,240,2023-10-28
P14,17.21,21.52,337,2024-07-12
P4,4.16,15.74,118,2024-03-21
P1,9.76,15.35,142,2025-05-22
P5,19.61,26.94,23,2023-08-11
P8,17.59,31.77,457,2023-11-11
P3,1.07,5.52,143,2024-03-16
P1,9.51,16.95,73,2023-10-06
P3,16.12,27.15,124,2025-04-11
P13,13.0,27.67,130,2024-04-13
P8,6.81,14.85,249,2025-05-11
P14,14.72,17.06,53,2025-03-01
P12,7.4,8.67,218,2023-06-26
P2,19.29,24.19,51,2025-01-25
P11,0.93,9.69,296,2025-01-09
P1,1.87,7.91,249,2024-05-24
P12,3.44,12.58,62,2024-08-01
P14,13.24,24.77,344,2023-06-19
P6,1.49,5.14,52,2023-11-16
P9,12.46,15.75,411,2023-10-26
P11,19.34,26.3,26,2024-01-03
P8,2.32,5.76,113,2025-04-02
P8,11.23,15.18,469,2024-07-31
P5,18.35,25.62,67,2023-12-31
P3,8.42,9.25,371,2024-06-04
P9,0.46,12.89,20,2024-12-08
P2,16.25,27.77,350,2024-11-21
P7,8.1,15.36,32,2025-02-14
P5,17.71,26.38,12,2024-04-23
P14,15.96,20.25,42,2024-08-30
P13,7.2,8.5,85,2023-08-01
P5,4.79,13.82,411,2023-11-10
P14,8.52,10.82,125,2024-05-03
P9,11.25,26.14,76,2025-01-31
P9,12.23,21.71,146,2024-07-01
P12,7.48,14.54,136,2024-05-31
P8,8.08,19.21,303,2024-07-04
P1,13.62,21.45,482,2025-02-15
P11,0.8,8.03,222,2025-04-05
P6,10.27,17.51,159,2023-12-27
P3,14.76,16.39,27,2025-03-20
P3,7.32,16.08,300,2024-04-22
P9,2.9,16.11,479,2024-12-08
P2,7.32,20.61,479,2025-04-01
P13,19.96,24.53,470,2024-03-22
P11,17.82,24.16,277,2025-03-13
P2,17.39,18.64,110,2024-11-22
P14,13.91,15.43,145,2024-04-15
P12,3.56,6.54,203,2023-07-19
P11,16.9,30.71,158,2024-12-09
